"sistema","region","zona.de.carga","nodo.id"
"SIN","NORTE","CHIHUAHUA","05RNN-115"
"SIN","NORTE","JUAREZ","05ROB-115"
"SIN","NORTE","JUAREZ","05RVA-115"
"SIN","NORTE","DURANGO","05SAB-115"
"SIN","NORTE","CAMARGO","05SAJ-115"
"SIN","NORTE","CHIHUAHUA","05SAU-115"
"SIN","NORTE","CASAS GRANDES","05SBV-115"
"SIN","NORTE","LAGUNA","05SCT-115"
"SIN","NORTE","CUAUHTEMOC","05SFB-115"
"SIN","NORTE","CAMARGO","05SFO-115"
"SIN","NORTE","DURANGO","05SGP-115"
"SIN","NORTE","CAMARGO","05SGU-115"
"SIN","NORTE","JUAREZ","05SID-115"
"SIN","NORTE","JUAREZ","05SIG-115"
"SIN","NORTE","JUAREZ","05SJE-115"
"SIN","NORTE","CAMARGO","05SMO-115"
"SIN","NORTE","DURANGO","05SOM-115"
"SIN","NORTE","LAGUNA","05SPD-115"
"SIN","NORTE","CASAS GRANDES","05SSM-115"
"SIN","NORTE","JUAREZ","05SVC-115"
"SIN","NORTE","JUAREZ","05SYC-230"
"SIN","NORTE","JUAREZ","05SYD-230"
"SIN","NORTE","LAGUNA","05TAK-115"
"SIN","NORTE","CHIHUAHUA","05TBL-115"
"SIN","NORTE","JUAREZ","05TEC-115"
"SIN","NORTE","CAMARGO","05THS-115"
"SIN","NORTE","LAGUNA","05TMA-115"
"SIN","NORTE","JUAREZ","05TOR-115"
"SIN","NORTE","LAGUNA","05TOT-115"
"SIN","NORTE","LAGUNA","05TRR-115"
"SIN","NORTE","LAGUNA","05VAE-115"
"SIN","NORTE","CASAS GRANDES","05VAH-115"
"SIN","NORTE","CASAS GRANDES","05VEZ-115"
"SIN","NORTE","DURANGO","05VGR-115"
"SIN","NORTE","CHIHUAHUA","05VIT-115"
"SIN","NORTE","JUAREZ","05VIU-115"
"SIN","NORTE","CASAS GRANDES","05VSM-115"
"SIN","NORTE","CHIHUAHUA","05VTL-115"
"SIN","NORTE","JUAREZ","05WER-115"
"SIN","NORTE","CAMARGO","05WRA-115"
"SIN","NORTE","LAGUNA","05YMO-115"
"SIN","NORTE","JUAREZ","05ZZA-115"
"SIN","NORESTE","TAMPICO","06AAT-115"
"SIN","NORESTE","HUASTECA","06ABR-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06ACD-138"
"SIN","NORESTE","MONTERREY","06ACM-115"
"SIN","NORESTE","NUEVO LAREDO","06ADC-138"
"SIN","NORESTE","MONCLOVA","06AEO-115"
"SIN","NORESTE","REYNOSA","06AER-138"
"SIN","NORESTE","SALTILLO","06AGN-115"
"SIN","NORESTE","MONCLOVA","06AHM-400"
"SIN","NORESTE","SALTILLO","06ALM-115"
"SIN","NORESTE","MONTEMORELOS","06ALN-115"
"SIN","NORESTE","SALTILLO","06ALP-115"
"SIN","NORESTE","TAMPICO","06ALT-230"
"SIN","NORESTE","TAMPICO","06ALT-400"
"SIN","NORESTE","MONTERREY","06AME-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06AMI-138"
"SIN","NORESTE","TAMPICO","06ANP-115"
"SIN","NORESTE","REYNOSA","06ANZ-138"
"SIN","NORESTE","MONTERREY","06APC-230"
"SIN","NORESTE","MONTERREY","06APO-115"
"SIN","NORESTE","HUEJUTLA","06APX-115"
"SIN","NORESTE","MONTERREY","06ARV-115"
"SIN","NORESTE","REYNOSA","06ATP-230"
"SIN","NORESTE","REYNOSA","06ATP-400"
"SIN","NORESTE","PIEDRAS NEGRAS","06AUA-138"
"SIN","NORESTE","MONTERREY","06AUS-115"
"SIN","NORESTE","REYNOSA","06AZN-138"
"SIN","NORESTE","HUASTECA","06AZT-115"
"SIN","NORESTE","REYNOSA","06BAD-138"
"SIN","NORESTE","MONTERREY","06BER-115"
"SIN","NORESTE","VICTORIA","06BET-115"
"SIN","NORESTE","VICTORIA","06BIC-115"
"SIN","NORESTE","MONTERREY","06BLH-115"
"SIN","NORESTE","MONTERREY","06BRE-115"
"SIN","NORESTE","SALTILLO","06BRI-115"
"SIN","NORESTE","NUEVO LAREDO","06CAM-138"
"SIN","NORESTE","SALTILLO","06CAP-115"
"SIN","NORESTE","MONTERREY","06CAT-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06CBD-400"
"SIN","NORESTE","MONTERREY","06CBO-115"
"SIN","NORESTE","MONTERREY","06CCL-115"
"SIN","NORESTE","MONTERREY","06CDU-400"
"SIN","NORESTE","SALTILLO","06CED-230"
"SIN","NORESTE","MONTERREY","06CEL-115"
"SIN","NORESTE","MONTERREY","06CEM-115"
"SIN","NORESTE","MATAMOROS","06CEN-138"
"SIN","NORESTE","MONTERREY","06CER-115"
"SIN","NORESTE","MONTERREY","06CFD-115"
"SIN","NORESTE","TAMPICO","06CHR-115"
"SIN","NORESTE","SALTILLO","06CIB-115"
"SIN","NORESTE","NUEVO LAREDO","06CID-138"
"SIN","NORESTE","MATAMOROS","06CIM-138"
"SIN","NORESTE","MONTERREY","06CIS-115"
"SIN","NORESTE","MONTERREY","06CMN-115"
"SIN","NORESTE","MONTERREY","06CNY-115"
"SIN","NORESTE","NUEVO LAREDO","06CPR-138"
"SIN","NORESTE","PIEDRAS NEGRAS","06CRO-138"
"SIN","NORESTE","REYNOSA","06CUF-230"
"SIN","NORESTE","SALTILLO","06CYC-115"
"SIN","NORESTE","MONTERREY","06DNA-115"
"SIN","NORESTE","REYNOSA","06DNS-138"
"SIN","NORESTE","MONTERREY","06DON-115"
"SIN","NORESTE","MONTERREY","06DTL-115"
"SIN","NORESTE","TAMPICO","06DUT-115"
"SIN","No Aplica","No Aplica","06EAP-138"
"SIN","NORESTE","HUASTECA","06EBA-115"
"SIN","NORESTE","MONTERREY","06ECN-115"
"SIN","NORESTE","MONTERREY","06EHN-230"
"SIN","NORESTE","MONTERREY","06ESC-115"
"SIN","NORESTE","MONTERREY","06ESC-230"
"SIN","NORESTE","MONTERREY","06ESC-400"
"SIN","NORESTE","MONTERREY","06EST-115"
"SIN","NORESTE","TAMPICO","06ETK-115"
"SIN","NORESTE","MONTERREY","06ETZ-115"
"SIN","NORESTE","NUEVO LAREDO","06FAM-138"
"SIN","NORESTE","MONTERREY","06FAR-115"
"SIN","NORESTE","MONTERREY","06FIG-115"
"SIN","NORESTE","SALTILLO","06FIS-115"
"SIN","NORESTE","TAMPICO","06FME-115"
"SIN","NORESTE","MONCLOVA","06FRO-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06FTE-138"
"SIN","NORESTE","MONTERREY","06FUG-115"
"SIN","NORESTE","MONTERREY","06FUN-115"
"SIN","NORESTE","MONTERREY","06GAC-115"
"SIN","NORESTE","MONTERREY","06GDL-115"
"SIN","NORESTE","SALTILLO","06GMO-115"
"SIN","NORESTE","TAMPICO","06GPT-115"
"SIN","NORESTE","MONCLOVA","06GRA-115"
"SIN","NORESTE","MONTERREY","06GRS-115"
"SIN","NORESTE","VICTORIA","06GUE-115"
"SIN","NORESTE","MONTERREY","06HUI-115"
"SIN","NORESTE","MONTERREY","06HUI-230"
"SIN","NORESTE","MONTERREY","06HUO-400"
"SIN","NORESTE","MONTERREY","06HYM-400"
"SIN","NORESTE","TAMPICO","06IND-115"
"SIN","NORESTE","TAMPICO","06INF-115"
"SIN","NORESTE","REYNOSA","06INO-138"
"SIN","NORESTE","MATAMOROS","06INV-138"
"SIN","NORESTE","MATAMOROS","06JAD-138"
"SIN","NORESTE","MONTERREY","06JAN-115"
"SIN","NORESTE","MONTERREY","06JCC-115"
"SIN","NORESTE","MONTERREY","06JEP-115"
"SIN","NORESTE","MONTERREY","06JNO-115"
"SIN","NORESTE","MONTERREY","06JOR-115"
"SIN","NORESTE","REYNOSA","06JRA-138"
"SIN","NORESTE","REYNOSA","06JUZ-138"
"SIN","NORESTE","MONTERREY","06JZO-115"
"SIN","NORESTE","TAMPICO","06KAF-115"
"SIN","NORESTE","MONTERREY","06KGP-115"
"SIN","NORESTE","MONTERREY","06KMG-115"
"SIN","NORESTE","MONTERREY","06KOH-115"
"SIN","NORESTE","MONTERREY","06KRF-115"
"SIN","No Aplica","No Aplica","06LAA-138"
"SIN","NORESTE","MONTERREY","06LAF-115"
"SIN","NORESTE","MONTEMORELOS","06LAJ-115"
"SIN","NORESTE","NUEVO LAREDO","06LAO-138"
"SIN","NORESTE","HUASTECA","06LBR-115"
"SIN","NORESTE","VICTORIA","06LBT-115"
"SIN","NORESTE","MONTEMORELOS","06LDA-115"
"SIN","NORESTE","TAMPICO","06LDC-115"
"SIN","NORESTE","TAMPICO","06LDV-115"
"SIN","NORESTE","MONTERREY","06LEC-115"
"SIN","NORESTE","MONTERREY","06LEO-115"
"SIN","NORESTE","SALTILLO","06LLN-115"
"SIN","NORESTE","MONTERREY","06LOL-115"
"SIN","NORESTE","MONTERREY","06LRR-115"
"SIN","NORESTE","MONTEMORELOS","06LSN-115"
"SIN","NORESTE","MATAMOROS","06LTO-138"
"SIN","NORESTE","REYNOSA","06LVI-138"
"SIN","NORESTE","SALTILLO","06MAB-115"
"SIN","NORESTE","HUASTECA","06MAN-115"
"SIN","NORESTE","MONTERREY","06MAV-115"
"SIN","NORESTE","MONTERREY","06MCO-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06MDS-138"
"SIN","NORESTE","MONTERREY","06MDU-115"
"SIN","NORESTE","SALTILLO","06MEH-230"
"SIN","NORESTE","SALTILLO","06MEO-230"
"SIN","NORESTE","TAMPICO","06MES-400"
"SIN","NORESTE","HUASTECA","06MGN-115"
"SIN","NORESTE","TAMPICO","06MIA-230"
"SIN","NORESTE","SABINAS","06MIE-115"
"SIN","NORESTE","NUEVO LAREDO","06MIG-138"
"SIN","NORESTE","MONTERREY","06MIT-115"
"SIN","NORESTE","MONTERREY","06MKL-115"
"SIN","NORESTE","NUEVO LAREDO","06MME-138"
"SIN","NORESTE","MONTERREY","06MOD-115"
"SIN","NORESTE","MONCLOVA","06MON-115"
"SIN","NORESTE","MONCLOVA","06MON-230"
"SIN","NORESTE","MONTERREY","06MPX-115"
"SIN","NORESTE","SALTILLO","06MRL-115"
"SIN","NORESTE","MONTERREY","06MSA-115"
"SIN","NORESTE","SALTILLO","06MSC-115"
"SIN","NORESTE","MONTEMORELOS","06MSI-115"
"SIN","NORESTE","HUASTECA","06MSO-115"
"SIN","NORESTE","MONTERREY","06MTI-115"
"SIN","NORESTE","MATAMOROS","06MTM-138"
"SIN","NORESTE","MONTEMORELOS","06MTN-115"
"SIN","NORESTE","MONTERREY","06MTP-115"
"SIN","NORESTE","MONTERREY","06MTY-115"
"SIN","NORESTE","HUASTECA","06MUL-115"
"SIN","NORESTE","MONTERREY","06MUN-115"
"SIN","NORESTE","MONTERREY","06MZQ-115"
"SIN","NORESTE","MONTERREY","06NAS-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06NAV-138"
"SIN","NORESTE","MONTERREY","06NEK-115"
"SIN","NORESTE","MONTERREY","06NIC-115"
"SIN","NORESTE","MONTERREY","06NOG-115"
"SIN","NORESTE","REYNOSA","06NRE-138"
"SIN","NORESTE","TAMPICO","06NRJ-115"
"SIN","NORESTE","VICTORIA","06NST-115"
"SIN","NORESTE","MONTERREY","06NUE-115"
"SIN","NORESTE","NUEVO LAREDO","06NUL-138"
"SIN","NORESTE","SABINAS","06NUR-115"
"SIN","NORESTE","SABINAS","06NUR-230"
"SIN","NORESTE","SALTILLO","06NVD-115"
"SIN","NORESTE","NUEVO LAREDO","06OJC-138"
"SIN","NORESTE","MONTERREY","06ORN-115"
"SIN","NORESTE","REYNOSA","06ORZ-138"
"SIN","NORESTE","MATAMOROS","06OTE-138"
"SIN","NORESTE","VICTORIA","06OVO-115"
"SIN","NORESTE","SALTILLO","06OXF-115"
"SIN","NORESTE","TAMPICO","06OZL-115"
"SIN","NORESTE","TAMPICO","06PAE-400"
"SIN","NORESTE","REYNOSA","06PAI-138"
"SIN","NORESTE","HUEJUTLA","06PAN-115"
"SIN","NORESTE","MONTERREY","06PAX-115"
"SIN","NORESTE","MONTERREY","06PBS-115"
"SIN","NORESTE","MONTERREY","06PCD-230"
"SIN","NORESTE","TAMPICO","06PCO-115"
"SIN","NORESTE","TAMPICO","06PCT-115"
"SIN","NORESTE","MONTERREY","06PEM-115"
"SIN","NORESTE","REYNOSA","06PER-138"
"SIN","NORESTE","SALTILLO","06PIA-115"
"SIN","NORESTE","REYNOSA","06PIC-138"
"SIN","NORESTE","MONTERREY","06PIE-115"
"SIN","NORESTE","MONTERREY","06PIK-115"
"SIN","NORESTE","NUEVO LAREDO","06PIO-138"
"SIN","NORESTE","PIEDRAS NEGRAS","06PIU-138"
"SIN","NORESTE","TAMPICO","06PLC-115"
"SIN","NORESTE","MONTERREY","06PLE-115"
"SIN","NORESTE","MONTERREY","06PMA-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06PNE-138"
"SIN","NORESTE","REYNOSA","06POG-138"
"SIN","NORESTE","TAMPICO","06POL-115"
"SIN","NORESTE","MONTERREY","06PQA-115"
"SIN","NORESTE","MONTERREY","06PQT-115"
"SIN","NORESTE","MONTERREY","06PRY-115"
"SIN","NORESTE","SALTILLO","06PSM-115"
"SIN","NORESTE","MONTERREY","06PTS-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06PUI-138"
"SIN","NORESTE","TAMPICO","06PUO-115"
"SIN","NORESTE","MONTERREY","06PZA-115"
"SIN","NORESTE","SALTILLO","06RAP-115"
"SIN","NORESTE","SALTILLO","06RAP-400"
"SIN","NORESTE","REYNOSA","06RBP-138"
"SIN","NORESTE","MONTERREY","06RDP-115"
"SIN","NORESTE","PIEDRAS NEGRAS","06REC-230"
"SIN","NORESTE","PIEDRAS NEGRAS","06REC-400"
"SIN","NORESTE","REYNOSA","06REY-138"
"SIN","NORESTE","REYNOSA","06RIB-138"
"SIN","NORESTE","REYNOSA","06RIB-230"
"SIN","NORESTE","MONTERREY","06RIE-115"
"SIN","NORESTE","MONTERREY","06RIO-115"
"SIN","NORESTE","TAMPICO","06RMA-115"
"SIN","NORESTE","MONTERREY","06ROQ-115"
"SIN","NORESTE","SALTILLO","06RRA-115"
"SIN","No Aplica","No Aplica","06RRD-138"
"SIN","NORESTE","REYNOSA","06RYC-138"
"SIN","NORESTE","MONTERREY","06SAH-115"
"SIN","NORESTE","SALTILLO","06SAL-115"
"SIN","NORESTE","MATAMOROS","06SEN-138"
"SIN","NORESTE","MONTERREY","06SLL-115"
"SIN","NORESTE","MONTERREY","06SMA-115"
"SIN","NORESTE","MONTERREY","06SRD-115"
"SIN","NORESTE","HUASTECA","06STO-115"
"SIN","NORESTE","MONTERREY","06STZ-115"
"SIN","NORESTE","TAMPICO","06TAM-115"
"SIN","NORESTE","TAMPICO","06TCL-115"
"SIN","NORESTE","MATAMOROS","06TCO-138"
"SIN","NORESTE","MONTERREY","06TEC-115"
"SIN","NORESTE","TAMPICO","06TEE-115"
"SIN","NORESTE","TAMPICO","06TEG-400"
"SIN","NORESTE","TAMPICO","06TEP-400"
"SIN","NORESTE","MONTERREY","06THB-115"
"SIN","NORESTE","MONTERREY","06THO-115"
"SIN","NORESTE","MONTERREY","06TIB-115"
"SIN","NORESTE","MONTERREY","06TII-115"
"SIN","NORESTE","MONCLOVA","06TKS-115"
"SIN","NORESTE","TAMPICO","06TMO-115"
"SIN","NORESTE","TAMPICO","06TMS-400"
"SIN","NORESTE","VICTORIA","06TNA-115"
"SIN","NORESTE","TAMPICO","06TPC-115"
"SIN","NORESTE","MONTERREY","06TPQ-115"
"SIN","NORESTE","MONTERREY","06TRQ-400"
"SIN","NORESTE","TAMPICO","06TXE-115"
"SIN","NORESTE","MONTERREY","06UCA-230"
"SIN","NORESTE","MONTERREY","06UNI-115"
"SIN","NORESTE","TAMPICO","06UNT-115"
"SIN","NORESTE","HUASTECA","06VAL-115"
"SIN","NORESTE","MONTERREY","06VAP-115"
"SIN","NORESTE","MONTERREY","06VDG-230"
"SIN","NORESTE","MONTEMORELOS","06VDS-115"
"SIN","NORESTE","HUASTECA","06VES-115"
"SIN","NORESTE","MATAMOROS","06VHE-138"
"SIN","NORESTE","MONTERREY","06VJD-115"
"SIN","NORESTE","MONTERREY","06VKM-230"
"SIN","NORESTE","REYNOSA","06VLF-138"
"SIN","NORESTE","MONTERREY","06VLL-115"
"SIN","NORESTE","MONTERREY","06VOT-115"
"SIN","NORESTE","VICTORIA","06VRA-115"
"SIN","NORESTE","MONTERREY","06VSA-115"
"SIN","NORESTE","MONTERREY","06VSL-115"
"SIN","NORESTE","MONCLOVA","06XOC-115"
"SIN","NORESTE","SALTILLO","06ZPL-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07ACU-115"
"BCA","BAJA CALIFORNIA","MEXICALI","07APD-230"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07ASJ-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07BJO-69"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07BLE-115"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07CAB-115"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07CAD-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07CAE-69"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07CAF-115"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07CAR-115"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07CAS-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07CES-69"
"BCA","BAJA CALIFORNIA","SANLUIS","07CHQ-230"
"BCA","BAJA CALIFORNIA","ENSENADA","07CIP-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07CME-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07CNA-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07CNT-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07CNZ-161"
"BCA","BAJA CALIFORNIA","ENSENADA","07COE-115"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07COR-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07CPC-161"
"BCA","BAJA CALIFORNIA","MEXICALI","07CPD-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07CPT-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07CPU-161"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07CRE-115"
"BCA","BAJA CALIFORNIA","MEXICALI","07CRO-161"
"BCA","BAJA CALIFORNIA","MEXICALI","07CSC-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07CTY-161"
"BCA","BAJA CALIFORNIA","MEXICALI","07CTY-230"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07DLC-115"
"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","07DOM-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07DRA-69"
"BCA","BAJA CALIFORNIA","ENSENADA","07EDA-115"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07ELP-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07END-69"
"BCA","BAJA CALIFORNIA","ENSENADA","07ENT-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07EPC-115"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07ETR-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07FCO-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07FEV-161"
"BCA","BAJA CALIFORNIA","TIJUANA","07FLO-69"
"BCA","BAJA CALIFORNIA","ENSENADA","07FMO-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07FOR-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07FTA-69"
"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","07GAO-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07GER-69"
"BCA","BAJA CALIFORNIA","ENSENADA","07GLL-115"
"BCA","BAJA CALIFORNIA","MEXICALI","07GOR-161"
"BCA","BAJA CALIFORNIA","SANLUIS","07HGO-161"
"BCA","BAJA CALIFORNIA","TIJUANA","07HMO-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07HUN-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07INA-69"
"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","07INS-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07IOP-69"
"BCA","No Aplica","No Aplica","07IVY-230"
"BCA","BAJA CALIFORNIA","ENSENADA","07JAT-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07JOV-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07JOY-115"
"BCA","BAJA CALIFORNIA","MEXICALI","07KCH-161"
"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","07LAP-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07LGO-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07LMS-69"
"BCA","BAJA CALIFORNIA","ENSENADA","07LOS-115"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07LPZ-115"
"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","07LRO-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07MAB-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07MEP-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07MEP-69"
"BCA","BAJA CALIFORNIA","ENSENADA","07MND-115"
"BCA","BAJA CALIFORNIA","MEXICALI","07MOE-161"
"BCA","BAJA CALIFORNIA","TIJUANA","07MSN-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07MXC-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07MXI-161"
"BCA","BAJA CALIFORNIA","MEXICALI","07MXI-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07NEL-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07NZI-161"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07OLA-115"
"BCA","No Aplica","No Aplica","07OMS-230"
"BCA","BAJA CALIFORNIA","ENSENADA","07ONG-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07OZA-230"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07PAA-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07PAF-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07PAP-69"
"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","07PES-115"
"BCA","BAJA CALIFORNIA","SANLUIS","07PID-161"
"BCA","BAJA CALIFORNIA","SANLUIS","07PID-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07PJZ-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07PJZ-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07PKD-161"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07PML-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07PNM-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07PNU-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07POP-115"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07PUP-115"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07RCO-115"
"BCS","BAJA CALIFORNIA SUR","LA PAZ","07RFO-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07RII-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07RIN-161"
"BCA","BAJA CALIFORNIA","MEXICALI","07ROA-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07RSI-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07RUB-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07RUM-69"
"BCA","BAJA CALIFORNIA","SANLUIS","07RZC-161"
"BCA","BAJA CALIFORNIA","ENSENADA","07SAF-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07SAZ-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07SED-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07SHA-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07SIO-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07SIS-161"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07SJC-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07SMN-115"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07SNT-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07SQN-115"
"BCA","BAJA CALIFORNIA","SANLUIS","07SRY-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07STB-230"
"BCA","BAJA CALIFORNIA","ENSENADA","07SVE-115"
"BCS","BAJA CALIFORNIA SUR","LOS CABOS","07TCB-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07TCD-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07TCT-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07TEE-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07TEK-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07TJD-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07TJI-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07TOY-230"
"BCA","BAJA CALIFORNIA","ENSENADA","07TRI-115"
"BCA","BAJA CALIFORNIA","TIJUANA","07UND-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07VAS-69"
"BCA","BAJA CALIFORNIA","TIJUANA","07VIG-69"
"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","07VIO-115"
"BCA","BAJA CALIFORNIA","ENSENADA","07VLP-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07VPA-230"
"BCA","BAJA CALIFORNIA","TIJUANA","07VPM-69"
"BCA","BAJA CALIFORNIA","MEXICALI","07WIS-230"
"BCA","BAJA CALIFORNIA","MEXICALI","07XCO-230"
"SIN","PENINSULAR","RIVIERA MAYA","08AKD-115"
"SIN","PENINSULAR","CAMPECHE","08AKI-115"
"SIN","PENINSULAR","MERIDA","08ALO-115"
"SIN","PENINSULAR","RIVIERA MAYA","08AUC-115"
"SIN","PENINSULAR","RIVIERA MAYA","08AVP-115"
"SIN","No Aplica","No Aplica","08BEL-115"
"SIN","PENINSULAR","CANCUN","08BNI-115"
"SIN","PENINSULAR","CANCUN","08BNP-115"
"SIN","PENINSULAR","MERIDA","08CBR-115"
"SIN","PENINSULAR","CAMPECHE","08CBU-115"
"SIN","PENINSULAR","MERIDA","08CCP-115"
"SIN","PENINSULAR","CANCUN","08CEK-115"
"SIN","PENINSULAR","MOTUL TIZIMIN","08CEX-115"
"SIN","PENINSULAR","RIVIERA MAYA","08CHB-34.5"
"SIN","PENINSULAR","RIVIERA MAYA","08CHS-34.5"
"SIN","PENINSULAR","CAMPECHE","08CKD-115"
"SIN","PENINSULAR","RIVIERA MAYA","08CLC-115"
"SIN","PENINSULAR","CAMPECHE","08CMO-115"
"SIN","PENINSULAR","MERIDA","08CMY-115"
"SIN","PENINSULAR","CANCUN","08CNC-115"
"SIN","PENINSULAR","MERIDA","08CNO-115"
"SIN","PENINSULAR","CARMEN","08CNR-115"
"SIN","PENINSULAR","RIVIERA MAYA","08COZ-34.5"
"SIN","PENINSULAR","CARMEN","08CRE-115"
"SIN","PENINSULAR","CHETUMAL","08CTE-115"
"SIN","PENINSULAR","CAMPECHE","08CYL-115"
"SIN","PENINSULAR","MOTUL TIZIMIN","08DZI-115"
"SIN","PENINSULAR","CAMPECHE","08ESA-115"
"SIN","PENINSULAR","CANCUN","08HAA-115"
"SIN","PENINSULAR","CANCUN","08HBK-115"
"SIN","PENINSULAR","CAMPECHE","08HCE-115"
"SIN","PENINSULAR","MERIDA","08HNC-115"
"SIN","PENINSULAR","MERIDA","08HOL-115"
"SIN","PENINSULAR","CAMPECHE","08HOP-115"
"SIN","PENINSULAR","MERIDA","08HRA-115"
"SIN","PENINSULAR","RIVIERA MAYA","08IBR-115"
"SIN","PENINSULAR","MERIDA","08IGN-115"
"SIN","PENINSULAR","CHETUMAL","08INS-115"
