"clave","estado","localidad","location.long","location.lat","sistema","region","zdc","nombre"
"03AGN-115","AGUASCALIENTES","AGUASCALIENTES",-102.200359209296,21.9227238210396,"SIN","OCCIDENTAL","AGUASCALIENTES","Aguascalientes Norte"
"03AGO-115","AGUASCALIENTES","AGUASCALIENTES",-102.257301132108,21.69661970988,"SIN","OCCIDENTAL","AGUASCALIENTES","Agostaderito"
"03AGP-115","AGUASCALIENTES","AGUASCALIENTES",-102.215997772714,21.8675027757281,"SIN","OCCIDENTAL","AGUASCALIENTES","Aguascalientes Poniente"
"03AGS-115","AGUASCALIENTES","AGUASCALIENTES",-102.404387003868,21.6822044370414,"SIN","OCCIDENTAL","AGUASCALIENTES","Aguascalientes"
"03AIS-115","AGUASCALIENTES","AGUASCALIENTES",-102.381257205402,21.7623439788533,"SIN","OCCIDENTAL","AGUASCALIENTES","Alfa Nissan"
"03ALF-115","AGUASCALIENTES","AGUASCALIENTES",-102.170915624044,21.9667907172775,"SIN","OCCIDENTAL","AGUASCALIENTES","Nissan Mexicana"
"03APT-115","AGUASCALIENTES","AGUASCALIENTES",-102.172006821766,21.7904068134607,"SIN","OCCIDENTAL","AGUASCALIENTES","Aguascalientes Potencia"
"03ASS-115","AGUASCALIENTES","AGUASCALIENTES",-102.386455379679,21.7845434902268,"SIN","OCCIDENTAL","AGUASCALIENTES","Aguascalientes Sur"
"03ASU-115","AGUASCALIENTES","AGUASCALIENTES",-102.381876971908,21.8664133116139,"SIN","OCCIDENTAL","AGUASCALIENTES","Asuncion"
"03AYU-115","AGUASCALIENTES","AGUASCALIENTES",-102.073139936142,21.7912606312703,"SIN","OCCIDENTAL","AGUASCALIENTES","Ayuntamiento"
"03BOL-115","AGUASCALIENTES","AGUASCALIENTES",-102.213977820383,21.9604632816114,"SIN","OCCIDENTAL","AGUASCALIENTES","Min y Minas Mexicana"
"03CUB-115","AGUASCALIENTES","AGUASCALIENTES",-102.378982474739,21.6814022820098,"SIN","OCCIDENTAL","AGUASCALIENTES","Cumbres"
"03CVO-115","AGUASCALIENTES","CALVILLO",-102.640504918815,21.7722995164139,"SIN","OCCIDENTAL","AGUASCALIENTES","Calvillo"
"03GOP-115","AGUASCALIENTES","JESUS MARIA",-102.527161078752,21.8377834824054,"SIN","OCCIDENTAL","AGUASCALIENTES","Gomez Portugal"
"03KDA-230","AGUASCALIENTES","AGUASCALIENTES",-102.140067455345,21.7925912618753,"SIN","OCCIDENTAL","AGUASCALIENTES","Cañada"
"03MAH-115","AGUASCALIENTES","AGUASCALIENTES",-102.409052113922,21.8857665936073,"SIN","OCCIDENTAL","AGUASCALIENTES","Mahle Comp Motor Mex"
"03MRE-115","AGUASCALIENTES","AGUASCALIENTES",-102.095380273743,21.9885596517007,"SIN","OCCIDENTAL","AGUASCALIENTES","Morelos"
"03MRS-115","AGUASCALIENTES","JESUS MARIA",-102.441336795564,21.945998717253,"SIN","OCCIDENTAL","AGUASCALIENTES","Las Margaritas"
"03NSS-115","AGUASCALIENTES","AGUASCALIENTES",-102.380168512724,21.8884193963126,"SIN","OCCIDENTAL","AGUASCALIENTES","Nissan"
"03OMG-115","AGUASCALIENTES","AGUASCALIENTES",-102.189217339355,21.6962521178439,"SIN","OCCIDENTAL","AGUASCALIENTES","Omega"
"03PAB-115","AGUASCALIENTES","PABELLON DE ARTEAGA",-102.33430978149,22.0886786142992,"SIN","OCCIDENTAL","AGUASCALIENTES","Pabellon"
"03PAO-115","AGUASCALIENTES","EL LLANO",-101.855120736867,21.9247691183193,"SIN","OCCIDENTAL","AGUASCALIENTES","Palo Alto"
"03PEN1115","AGUASCALIENTES","AGUASCALIENTES",-102.274948756563,21.6673726680577,"SIN","OCCIDENTAL","AGUASCALIENTES","Peñuelas"
"03SAN-115","AGUASCALIENTES","TEPEZALA",-102.16204008548,22.3003598616702,"SIN","OCCIDENTAL","ZACATECAS","San Antonio"
"03SFC-115","AGUASCALIENTES","ASIENTOS",-102.112111168055,22.1715145993067,"SIN","OCCIDENTAL","AGUASCALIENTES","Mina Santa Francisca"
"03STE-115","AGUASCALIENTES","CALVILLO",-102.57679770735,21.9666075034609,"SIN","OCCIDENTAL","AGUASCALIENTES","El Salitre"
"03TAG-115","AGUASCALIENTES","AGUASCALIENTES",-102.193415000905,21.7955506064945,"SIN","OCCIDENTAL","AGUASCALIENTES","Tecnologico Aguascalientes"
"03TAY-115","AGUASCALIENTES","AGUASCALIENTES",-102.379344417858,21.8372775884305,"SIN","OCCIDENTAL","AGUASCALIENTES","El Taray"
"03TXS-115","AGUASCALIENTES","AGUASCALIENTES",-102.505668840891,21.7617175904157,"SIN","OCCIDENTAL","AGUASCALIENTES","Texas Intruments"
"03VDL-115","AGUASCALIENTES","RINCON DE ROMOS",-102.29694477201,22.1930613876953,"SIN","OCCIDENTAL","ZACATECAS","Valle de las Delicias"
"03VJU-115","AGUASCALIENTES","ASIENTOS",-101.955910278264,22.0877211736396,"SIN","OCCIDENTAL","AGUASCALIENTES","Villa Juarez"
"03VQM-230","AGUASCALIENTES","AGUASCALIENTES",-102.376502579375,21.814328940139,"SIN","OCCIDENTAL","AGUASCALIENTES","Vaquerias Maniobras"
"07ACU-115","BAJA CALIFORNIA","ENSENADA",-114.866521090687,29.5521113856193,"BCA","BAJA CALIFORNIA","ENSENADA","Acueducto La Mision"
"07APD-230","BAJA CALIFORNIA","MEXICALI",-115.313220028474,31.4641144415857,"BCA","BAJA CALIFORNIA","MEXICALI","Aeropuerto Dos"
"07AUE-115","BAJA CALIFORNIA","ENSENADA",-114.90350435975,30.8488531174977,"BCA","BAJA CALIFORNIA","ENSENADA","Aguas Ensenada"
"07BJO-69","BAJA CALIFORNIA","TIJUANA",-116.999580899823,32.5025151735081,"BCA","BAJA CALIFORNIA","TIJUANA","Bajio"
"07CAE-69","BAJA CALIFORNIA","TIJUANA",-117.07003358835,32.4782111335121,"BCA","BAJA CALIFORNIA","TIJUANA","Carga particular en linea de transmision MEP-63720-DRA"
"07CES-69","BAJA CALIFORNIA","TIJUANA",-116.808734449616,32.4783977300257,"BCA","BAJA CALIFORNIA","TIJUANA","Carga particular en linea de transmision MEP-63480-TJI"
"07CIP-115","BAJA CALIFORNIA","ENSENADA",-113.235723563524,28.0112358438509,"BCA","BAJA CALIFORNIA","ENSENADA","Cipres"
"07CME-115","BAJA CALIFORNIA","ENSENADA",-116.022233437744,30.9131557677996,"BCA","BAJA CALIFORNIA","ENSENADA","Cemex"
"07CNA-69","BAJA CALIFORNIA","TIJUANA",-116.913701925174,32.5094030563208,"BCA","BAJA CALIFORNIA","TIJUANA","Cardenas"
"07CNT-230","BAJA CALIFORNIA","MEXICALI",-115.315459671508,31.0650285710579,"BCA","BAJA CALIFORNIA","MEXICALI","Centenario"
"07CNZ-161","BAJA CALIFORNIA","MEXICALI",-115.056454055219,31.6604818241427,"BCA","BAJA CALIFORNIA","MEXICALI","Carranza"
"07COE-115","BAJA CALIFORNIA","ENSENADA",-115.993638351066,31.1956019808083,"BCA","BAJA CALIFORNIA","ENSENADA","Colonet"
"07CPC-161","BAJA CALIFORNIA","MEXICALI",-115.507765257612,32.1561631406372,"BCA","BAJA CALIFORNIA","MEXICALI","Cerro Prieto Cuatro"
"07CPD-230","BAJA CALIFORNIA","MEXICALI",-115.247656090269,31.6492363983634,"BCA","BAJA CALIFORNIA","MEXICALI","Cerro Prieto Dos"
"07CPT-230","BAJA CALIFORNIA","MEXICALI",-115.843710287404,32.304169005467,"BCA","BAJA CALIFORNIA","MEXICALI","Cerro Prieto Tres"
"07CPU-161","BAJA CALIFORNIA","MEXICALI",-115.53324307686,32.4045303145634,"BCA","BAJA CALIFORNIA","MEXICALI","Cerro Prieto Uno"
"07CRO-161","BAJA CALIFORNIA","MEXICALI",-114.951388568094,31.1660835036895,"BCA","BAJA CALIFORNIA","MEXICALI","Centro"
"07CSC-230","BAJA CALIFORNIA","MEXICALI",-115.009516060607,30.9446256745091,"BCA","BAJA CALIFORNIA","MEXICALI","Compañia Siderurgica California"
"07CTY-161","BAJA CALIFORNIA","MEXICALI",-115.501965697648,32.1557245658781,"BCA","BAJA CALIFORNIA","MEXICALI","Cetys"
"07CTY-230","BAJA CALIFORNIA","MEXICALI",-115.550069393663,32.6432732267349,"BCA","BAJA CALIFORNIA","MEXICALI","Cetys"
"07DRA-69","BAJA CALIFORNIA","TIJUANA",-116.820323077832,32.3534897171706,"BCA","BAJA CALIFORNIA","TIJUANA","Durazno"
"07EDA-115","BAJA CALIFORNIA","ENSENADA",-112.801145913546,28.0608109758504,"BCA","BAJA CALIFORNIA","ENSENADA","Ensenada"
"07END-69","BAJA CALIFORNIA","TECATE",-116.188580232932,32.5364518884471,"BCA","BAJA CALIFORNIA","TIJUANA","Encinal Dos"
"07ENT-115","BAJA CALIFORNIA","ENSENADA",-113.662442634617,28.1543384978116,"BCA","BAJA CALIFORNIA","ENSENADA","Entronque San Felipe"
"07EPC-115","BAJA CALIFORNIA","ENSENADA",-113.949620864668,28.9553877754915,"BCA","BAJA CALIFORNIA","ENSENADA","Cementera Punta China"
"07FCO-69","BAJA CALIFORNIA","TIJUANA",-116.927370469765,32.3042887577182,"BCA","BAJA CALIFORNIA","TIJUANA","Francisco Villa"
"07FEV-161","BAJA CALIFORNIA","MEXICALI",-115.366778933734,31.4877753273437,"BCA","BAJA CALIFORNIA","MEXICALI","FEVISA"
"07FLO-69","BAJA CALIFORNIA","TIJUANA",-116.863334541241,32.5494762011804,"BCA","BAJA CALIFORNIA","TIJUANA","El Florido"
"07FMO-115","BAJA CALIFORNIA","ENSENADA",-116.56584412882,31.7941086492841,"BCA","BAJA CALIFORNIA","ENSENADA","Fabrica Monterrey"
"07FOR-69","BAJA CALIFORNIA","TIJUANA",-116.892245972169,32.4056675017184,"BCA","BAJA CALIFORNIA","TIJUANA","Formosa"
"07FTA-69","BAJA CALIFORNIA","TIJUANA",-116.729145182852,32.4819856410558,"BCA","BAJA CALIFORNIA","TIJUANA","Frontera"
"07GER-69","BAJA CALIFORNIA","TIJUANA",-116.886148587568,32.417431649425,"BCA","BAJA CALIFORNIA","TIJUANA","Guerrero"
"07GLL-115","BAJA CALIFORNIA","ENSENADA",-116.354732185038,31.3232143784972,"BCA","BAJA CALIFORNIA","ENSENADA","Gallo"
"07GOR-161","BAJA CALIFORNIA","MEXICALI",-115.306503854533,31.128230407742,"BCA","BAJA CALIFORNIA","MEXICALI","Gonzalez Ortega"
"07HMO-69","BAJA CALIFORNIA","TIJUANA",-116.946475530309,32.4490830275083,"BCA","BAJA CALIFORNIA","TIJUANA","Hipodromo"
"07HUN-69","BAJA CALIFORNIA","TIJUANA",-116.662519455783,32.2991704239701,"BCA","BAJA CALIFORNIA","TIJUANA","Hunter"
"07INA-69","BAJA CALIFORNIA","TIJUANA",-116.97198546015,32.5234482867288,"BCA","BAJA CALIFORNIA","TIJUANA","Industrial"
"07IOP-69","BAJA CALIFORNIA","TIJUANA",-116.857261006392,32.3903348722976,"BCA","BAJA CALIFORNIA","TIJUANA","P. I. Otay Matamoros"
"07JAT-115","BAJA CALIFORNIA","ENSENADA",-115.781052558417,30.1418748111015,"BCA","BAJA CALIFORNIA","ENSENADA","Jatay"
"07JOV-230","BAJA CALIFORNIA","ENSENADA",-114.123441266851,28.7869428750261,"BCA","BAJA CALIFORNIA","ENSENADA","La Jovita"
"07JOY-115","BAJA CALIFORNIA","PLAYAS DE ROSARITO",-117.071662091797,32.4024256821416,"BCA","BAJA CALIFORNIA","TIJUANA","La Joya"
"07KCH-161","BAJA CALIFORNIA","MEXICALI",-115.212928999852,31.408605848647,"BCA","BAJA CALIFORNIA","MEXICALI","Cachanilla"
"07LGO-69","BAJA CALIFORNIA","TIJUANA",-116.804635669076,32.4010027688544,"BCA","BAJA CALIFORNIA","TIJUANA","Lago"
"07LMS-69","BAJA CALIFORNIA","TIJUANA",-116.563229018292,32.2780472181442,"BCA","BAJA CALIFORNIA","TIJUANA","La Mesa"
"07LOS-115","BAJA CALIFORNIA","ENSENADA",-114.178659176496,29.0299704080774,"BCA","BAJA CALIFORNIA","ENSENADA","Lomas"
"07MAB-69","BAJA CALIFORNIA","TIJUANA",-116.705140240763,32.5362645225545,"BCA","BAJA CALIFORNIA","TIJUANA","Mabamex"
"07MEP-230","BAJA CALIFORNIA","TIJUANA",-116.867615389731,32.5183824545237,"BCA","BAJA CALIFORNIA","TIJUANA","Metropoli Potencia"
"07MEP-69","BAJA CALIFORNIA","TIJUANA",-116.8015110022,32.5174858104522,"BCA","BAJA CALIFORNIA","TIJUANA","Metropoli Potencia"
"07MND-115","BAJA CALIFORNIA","ENSENADA",-115.120924912802,30.3639182039398,"BCA","BAJA CALIFORNIA","ENSENADA","Maneadero"
"07MOE-161","BAJA CALIFORNIA","MEXICALI",-115.706901286535,31.9321754578666,"BCA","BAJA CALIFORNIA","MEXICALI","Mexican Oriente"
"07MSN-115","BAJA CALIFORNIA","ENSENADA",-115.042845660403,30.9098828209662,"BCA","BAJA CALIFORNIA","TIJUANA","Mision"
"07MXC-69","BAJA CALIFORNIA","TIJUANA",-116.606399376213,32.3126838775747,"BCA","BAJA CALIFORNIA","TIJUANA","Mexico"
"07MXI-161","BAJA CALIFORNIA","MEXICALI",-115.076947880879,32.6595021092217,"BCA","BAJA CALIFORNIA","MEXICALI","Mexicali Dos"
"07MXI-230","BAJA CALIFORNIA","MEXICALI",-115.065498116783,31.0537563213377,"BCA","BAJA CALIFORNIA","MEXICALI","Mexicali Dos"
"07NEL-69","BAJA CALIFORNIA","TIJUANA",-116.596982236722,32.2652613235386,"BCA","BAJA CALIFORNIA","TIJUANA","Nellcor"
"07NZI-161","BAJA CALIFORNIA","MEXICALI",-114.894708250124,31.6223109002294,"BCA","BAJA CALIFORNIA","MEXICALI","Nacozari"
"07ONG-69","BAJA CALIFORNIA","ENSENADA",-114.181142844561,28.7572755718802,"BCA","BAJA CALIFORNIA","ENSENADA","Ojos Negros"
"07OZA-230","BAJA CALIFORNIA","MEXICALI",-115.742968449243,32.598925775326,"BCA","BAJA CALIFORNIA","MEXICALI","Orizaba"
"07PAF-69","BAJA CALIFORNIA","TIJUANA",-116.893407956949,32.3289509724928,"BCA","BAJA CALIFORNIA","TIJUANA","Pacifico"
"07PAP-69","BAJA CALIFORNIA","TIJUANA",-116.905381633799,32.4886559584586,"BCA","BAJA CALIFORNIA","TIJUANA","Panamericana Potencia"
"07PJZ-115","BAJA CALIFORNIA","PLAYAS DE ROSARITO",-117.020661930205,32.3881466278171,"BCA","BAJA CALIFORNIA","TIJUANA","Presidente Juarez"
"07PJZ-230","BAJA CALIFORNIA","PLAYAS DE ROSARITO",-116.975427338421,32.2602528076494,"BCA","BAJA CALIFORNIA","TIJUANA","Presidente Juarez"
"07PKD-161","BAJA CALIFORNIA","MEXICALI",-115.380714028242,31.9770611404767,"BCA","BAJA CALIFORNIA","MEXICALI","Packard"
"07PNM-115","BAJA CALIFORNIA","TIJUANA",-116.884782956818,32.4806805971455,"BCA","BAJA CALIFORNIA","TIJUANA","Panamericana"
"07PNU-115","BAJA CALIFORNIA","PLAYAS DE ROSARITO",-116.76742167564,32.1917206545106,"BCA","BAJA CALIFORNIA","TIJUANA","Puerto Nuevo"
"07POP-115","BAJA CALIFORNIA","PLAYAS DE ROSARITO",-116.820321793741,32.1687961416834,"BCA","BAJA CALIFORNIA","TIJUANA","Popotla"
"07RII-69","BAJA CALIFORNIA","TIJUANA",-116.670823457613,32.1884467000668,"BCA","BAJA CALIFORNIA","TIJUANA","Rio"
"07RIN-161","BAJA CALIFORNIA","MEXICALI",-114.928297139744,31.4179173081273,"BCA","BAJA CALIFORNIA","MEXICALI","Rio Nuevo"
"07ROA-230","BAJA CALIFORNIA","MEXICALI",-115.164890923459,31.2437098106113,"BCA","BAJA CALIFORNIA","MEXICALI","Rosita"
"07RSI-69","BAJA CALIFORNIA","TIJUANA",-116.706607358059,32.2336427076611,"BCA","BAJA CALIFORNIA","TIJUANA","RSI Home Product"
"07RUB-69","BAJA CALIFORNIA","TIJUANA",-116.803818243997,32.2929871117029,"BCA","BAJA CALIFORNIA","TIJUANA","Rubi"
"07RUM-69","BAJA CALIFORNIA","TECATE",-116.394112405532,32.291274584752,"BCA","BAJA CALIFORNIA","MEXICALI","Rumorosa"
"07RZC-161","BAJA CALIFORNIA","MEXICALI",-115.12193948772,31.6467470473517,"BCA","BAJA CALIFORNIA","SANLUIS","Ruiz Cortinez"
"07SAF-115","BAJA CALIFORNIA","MEXICALI",-115.001646255217,31.3344783459206,"BCA","BAJA CALIFORNIA","ENSENADA","San Felipe"
"07SAZ-115","BAJA CALIFORNIA","ENSENADA",-116.713541234479,31.9534831844593,"BCA","BAJA CALIFORNIA","ENSENADA","Sauzal"
"07SED-69","BAJA CALIFORNIA","TIJUANA",-116.733642694122,32.430459958291,"BCA","BAJA CALIFORNIA","TIJUANA","SEDUE"
"07SHA-115","BAJA CALIFORNIA","TIJUANA",-116.852082122856,32.4452341291426,"BCA","BAJA CALIFORNIA","TIJUANA","Sharp"
"07SIO-69","BAJA CALIFORNIA","TIJUANA",-116.735718319226,32.3785790977694,"BCA","BAJA CALIFORNIA","TIJUANA","Seminario"
"07SIS-161","BAJA CALIFORNIA","MEXICALI",-113.303109608634,29.2597036973622,"BCA","BAJA CALIFORNIA","MEXICALI","Santa Isabel"
"07SKW-161","BAJA CALIFORNIA","MEXICALI",-115.24835164208,32.6826665982472,"BCA","BAJA CALIFORNIA","MEXICALI","Skyworks"
"07SMN-115","BAJA CALIFORNIA","ENSENADA",-116.055357869743,31.1081735766353,"BCA","BAJA CALIFORNIA","ENSENADA","San Simon"
"07SQN-115","BAJA CALIFORNIA","ENSENADA",-114.113548272985,29.0117212025035,"BCA","BAJA CALIFORNIA","ENSENADA","San Quintin"
"07STB-230","BAJA CALIFORNIA","MEXICALI",-114.976924380537,31.0727727651491,"BCA","BAJA CALIFORNIA","MEXICALI","Sanchez Taboada"
"07SVE-115","BAJA CALIFORNIA","ENSENADA",-113.165994745607,28.4872103714118,"BCA","BAJA CALIFORNIA","ENSENADA","San Vicente"
"07TCD-69","BAJA CALIFORNIA","TECATE",-116.461519674229,32.3607249708291,"BCA","BAJA CALIFORNIA","TIJUANA","Tecate Dos"
"07TCT-69","BAJA CALIFORNIA","TECATE",-115.964197989427,32.5873784278424,"BCA","BAJA CALIFORNIA","TIJUANA","Tecate"
"07TEE-69","BAJA CALIFORNIA","TIJUANA",-116.715336360707,32.4065762191061,"BCA","BAJA CALIFORNIA","TIJUANA","Tecolote"
"07TEK-230","BAJA CALIFORNIA","MEXICALI",-115.190150397082,31.1002983458837,"BCA","BAJA CALIFORNIA","MEXICALI","Tecnologico"
"07TJD-69","BAJA CALIFORNIA","TIJUANA",-116.653383065381,32.3278803456954,"BCA","BAJA CALIFORNIA","TIJUANA","Subestacion Tijuana"
"07TJI-69","BAJA CALIFORNIA","TIJUANA",-117.012679765216,32.5353264789699,"BCA","BAJA CALIFORNIA","TIJUANA","Tijuana Uno"
"07TOY-230","BAJA CALIFORNIA","TECATE",-116.458620425672,32.3897634962162,"BCA","BAJA CALIFORNIA","TIJUANA","Toyota"
"07TRI-115","BAJA CALIFORNIA","ENSENADA",-116.209160073899,31.3372391051074,"BCA","BAJA CALIFORNIA","ENSENADA","Valle de Trinidad"
"07UND-69","BAJA CALIFORNIA","TIJUANA",-116.776570741253,32.5071008689135,"BCA","BAJA CALIFORNIA","TIJUANA","Universidad"
"07VAS-69","BAJA CALIFORNIA","TIJUANA",-116.672895432327,32.4063024565956,"BCA","BAJA CALIFORNIA","TIJUANA","P. I. Valle Sur"
"07VIG-69","BAJA CALIFORNIA","TIJUANA",-116.887195854583,32.4492537418988,"BCA","BAJA CALIFORNIA","TIJUANA","Carga particular en linea de transmision HMO-63240-INA"
"07VLP-69","BAJA CALIFORNIA","ENSENADA",-113.794368778883,28.74667497776,"BCA","BAJA CALIFORNIA","ENSENADA","Valle de Guadalupe"
"07VPA-230","BAJA CALIFORNIA","MEXICALI",-115.281526926676,31.5143457074794,"BCA","BAJA CALIFORNIA","MEXICALI","Valle de Puebla"
"07VPM-69","BAJA CALIFORNIA","TECATE",-116.294385429953,32.3818466555173,"BCA","BAJA CALIFORNIA","TIJUANA","Valle de Palmas"
"07WIS-230","BAJA CALIFORNIA","MEXICALI",-114.973256417707,31.2471838788761,"BCA","BAJA CALIFORNIA","MEXICALI","Wisteria"
"07XCO-230","BAJA CALIFORNIA","MEXICALI",-115.121125334266,31.7051704689801,"BCA","BAJA CALIFORNIA","MEXICALI","Xochimilco"
"07ASJ-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.465406550537,23.267041480467,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Aeropuerto San Jose del Cabo"
"07BLE-115","BAJA CALIFORNIA SUR","LA PAZ",-110.982046676292,24.2170354477775,"BCS","BAJA CALIFORNIA SUR","LA PAZ","Bledales"
"07CAB-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.781350391014,23.0843968674662,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Cabo  Bello"
"07CAD-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.605453350909,23.1551936066219,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Cabo San Lucas Dos"
"07CAF-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.432388865845,23.4429614223661,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Cabo Falso"
"07CAR-115","BAJA CALIFORNIA SUR","LA PAZ",-110.942340584098,24.483012503661,"BCS","BAJA CALIFORNIA SUR","LA PAZ","Camino Real"
"07CAS-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.862563566274,23.1913167576984,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Cabo del Sol"
"07COR-230","BAJA CALIFORNIA SUR","LA PAZ",-110.297703095139,23.6925169390426,"BCS","BAJA CALIFORNIA SUR","LA PAZ","Coromuel"
"07CRE-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.791913722394,23.3405079475154,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Cabo Real"
"07DLC-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.962108694277,23.0617896211413,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Desaladora Los Cabos"
"07DOM-115","BAJA CALIFORNIA SUR","COMONDU",-111.961883116542,24.7182786488234,"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","Santo Domingo"
"07ELP-230","BAJA CALIFORNIA SUR","LOS CABOS",-109.627729922506,23.3432542357604,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","El Palmar"
"07ETR-115","BAJA CALIFORNIA SUR","LA PAZ",-110.679508762428,24.7570627908392,"BCS","BAJA CALIFORNIA SUR","LA PAZ","El Triunfo"
"07GAO-115","BAJA CALIFORNIA SUR","COMONDU",-111.570591289161,24.9349204267075,"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","Central Termica Gral. Agustin Olachea"
"07INS-115","BAJA CALIFORNIA SUR","COMONDU",-111.785331646278,25.8528005727453,"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","Insurgentes"
"07LAP-115","BAJA CALIFORNIA SUR","COMONDU",-112.671546800112,26.4765964046924,"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","Las Pilas"
"07LPZ-115","BAJA CALIFORNIA SUR","LA PAZ",-110.562336810312,23.8644593047926,"BCS","BAJA CALIFORNIA SUR","LA PAZ","La Paz"
"07LRO-115","BAJA CALIFORNIA SUR","LORETO",-111.631957054596,26.0065272223358,"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","Loreto"
"07OLA-115","BAJA CALIFORNIA SUR","LA PAZ",-111.061829276232,24.4821020862288,"BCS","BAJA CALIFORNIA SUR","LA PAZ","Olas Altas"
"07PAA-115","BAJA CALIFORNIA SUR","LA PAZ",-110.066588682956,23.4825319877097,"BCS","BAJA CALIFORNIA SUR","LA PAZ","Palmira"
"07PES-115","BAJA CALIFORNIA SUR","LORETO",-111.544053353459,25.8210266577169,"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","Puerto Escondido"
"07PML-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.656030806555,23.2764945384447,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Palmilla"
"07PUP-115","BAJA CALIFORNIA SUR","LA PAZ",-110.476986141868,23.7740627104295,"BCS","BAJA CALIFORNIA SUR","LA PAZ","Punta Prieta"
"07RCO-115","BAJA CALIFORNIA SUR","LA PAZ",-110.27042051464,23.7798369902449,"BCS","BAJA CALIFORNIA SUR","LA PAZ","El Recreo"
"07RFO-115","BAJA CALIFORNIA SUR","LA PAZ",-111.566972265697,24.6239845971654,"BCS","BAJA CALIFORNIA SUR","LA PAZ","Rofomex"
"07SJC-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.59810793748,23.3617716177666,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","San Jose del Cabo"
"07SNT-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.475926030724,23.280445959789,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Santiago"
"07TCB-115","BAJA CALIFORNIA SUR","LOS CABOS",-109.49663669443,23.266588188482,"BCS","BAJA CALIFORNIA SUR","LOS CABOS","Turbogas Los Cabos"
"07VIO-115","BAJA CALIFORNIA SUR","COMONDU",-111.138394844238,24.9495982420703,"BCS","BAJA CALIFORNIA SUR","CONSTITUCION","Villa Constitucion"
"08AKI-115","CAMPECHE","CAMPECHE",-90.5556019575304,19.75919673682,"SIN","PENINSULAR","CAMPECHE","Akimpech"
"08CBU-115","CAMPECHE","CARMEN",-91.2072724087528,18.7355548243079,"SIN","PENINSULAR","CAMPECHE","Chicbul"
"08CKD-115","CAMPECHE","CALKINI",-90.2556490475637,20.2565717459061,"SIN","PENINSULAR","CAMPECHE","Calkini Dos"
"08CMO-115","CAMPECHE","CHAMPOTON",-90.0562017435258,19.1240369738294,"SIN","PENINSULAR","CAMPECHE","Champoton"
"08CNR-115","CAMPECHE","CARMEN",-91.6923944156873,18.0568588952763,"SIN","PENINSULAR","CARMEN","Concordia"
"08CRE-115","CAMPECHE","CARMEN",-91.5532641696604,18.533421907437,"SIN","PENINSULAR","CARMEN","Cuidad del Carmen"
"08CYL-115","CAMPECHE","CAMPECHE",-90.1873952367241,19.2989480959026,"SIN","PENINSULAR","CAMPECHE","Cayal"
"08ESA-115","CAMPECHE","ESCARCEGA",-90.7736039676277,18.5777916269013,"SIN","PENINSULAR","CAMPECHE","Escarcega Potencia"
"08HOP-115","CAMPECHE","HOPELCHEN",-89.3366066559569,19.2923231085243,"SIN","PENINSULAR","CAMPECHE","Hopelchen"
"08KAL-115","CAMPECHE","CAMPECHE",-90.2132937113105,19.4602547915471,"SIN","PENINSULAR","CAMPECHE","Kala"
"08LRA-115","CAMPECHE","CAMPECHE",-90.2491462043001,19.7373010735772,"SIN","PENINSULAR","CAMPECHE","Lerma"
"08LTE-115","CAMPECHE","CARMEN",-90.9471399516643,18.6546894440953,"SIN","PENINSULAR","CARMEN","Laguna de Terminos"
"08PMR-115","CAMPECHE","CARMEN",-91.8287080134112,18.6411674490089,"SIN","PENINSULAR","CARMEN","Palmar"
"08SAD-115","CAMPECHE","CAMPECHE",-90.2903135899816,19.8572390507534,"SIN","PENINSULAR","CAMPECHE","Samula II"
"08SAM-115","CAMPECHE","CAMPECHE",-90.2617224246421,19.8767175915206,"SIN","PENINSULAR","CAMPECHE","Samula"
"08SBY-115","CAMPECHE","CARMEN",-91.876632208149,18.6009231398684,"SIN","PENINSULAR","CAMPECHE","Sabancuy"
