"clave","estado","localidad","location.long","location.lat","sistema","region","zdc","nombre"
"01GMY-115","MICHOACAN","LAZARO CARDENAS",-102.203784245411,17.9965973759202,"SIN","CENTRAL","LAZARO CARDENAS","Guacamaya"
"01HTM-115","MICHOACAN","HUETAMO",-101.434286459077,18.6396270675978,"SIN","CENTRAL","CENTRO SUR","Huetamo"
"01ISO-115","MICHOACAN","LAZARO CARDENAS",-102.270167323392,18.2097673204055,"SIN","CENTRAL","LAZARO CARDENAS","San Isidro"
"01LAC-115","MICHOACAN","SAN LUCAS",-100.826915715744,18.6073622293292,"SIN","CENTRAL","CENTRO SUR","La Ceiba"
"01LCD-115","MICHOACAN","LAZARO CARDENAS",-102.309611783631,18.2000266005475,"SIN","CENTRAL","LAZARO CARDENAS","Lazaro Cardenas Distribucion"
"01LCP-230","MICHOACAN","LAZARO CARDENAS",-102.549620568204,18.0391285272446,"SIN","CENTRAL","LAZARO CARDENAS","Lazaro Cardenas Potencia"
"01LCP-400","MICHOACAN","LAZARO CARDENAS",-102.42421749424,18.0927196028982,"SIN","CENTRAL","LAZARO CARDENAS","Lazaro Cardenas Potencia"
"01MIR-115","MICHOACAN","LAZARO CARDENAS",-102.247413608498,18.0637147746005,"SIN","CENTRAL","LAZARO CARDENAS","Mina Real"
"01PMT-115","MICHOACAN","LAZARO CARDENAS",-102.28396483033,18.0350307702181,"SIN","CENTRAL","LAZARO CARDENAS","Productora Mexicana de Tuberia"
"01PMX2115","MICHOACAN","LAZARO CARDENAS",-102.533482675739,18.0655045166896,"SIN","CENTRAL","LAZARO CARDENAS","PEMEX"
"01SCD-230","MICHOACAN","LAZARO CARDENAS",-102.408370857807,18.0595921166243,"SIN","CENTRAL","LAZARO CARDENAS","Sicartsa Dos"
"01VIL-230","MICHOACAN","LAZARO CARDENAS",-102.609123117781,18.1387169656228,"SIN","CENTRAL","LAZARO CARDENAS","Villita"
"03ABT-115","MICHOACAN","MORELIA",-101.144669981501,19.6906731072737,"SIN","OCCIDENTAL","MORELIA","Abastos"
"03AER-115","MICHOACAN","ALVARO OBREGON",-101.016740830134,19.8355957958603,"SIN","OCCIDENTAL","MORELIA","Aeropuerto"
"03ANN-115","MICHOACAN","BUENAVISTA",-102.6623856555,19.0921845704586,"SIN","OCCIDENTAL","APATZINGAN","Antunez, Micoacan."
"03ARD-115","MICHOACAN","ANGAMACUTIRO",-101.789271113538,20.1029136819928,"SIN","OCCIDENTAL","ZACAPU","Angamacutiro Dos"
"03AZF-115","MICHOACAN","ZINAPECUARO",-100.739640481494,19.8210131902788,"SIN","OCCIDENTAL","MORELIA","Los Azufres"
"03CBN-69","MICHOACAN","GABRIEL ZAMORA",-101.94854115153,19.2401845244155,"SIN","OCCIDENTAL","APATZINGAN","Cobano"
"03CCR-115","MICHOACAN","APATZINGAN",-102.428182206708,19.0359298904642,"SIN","OCCIDENTAL","APATZINGAN","Crucero"
"03CDH-115","MICHOACAN","HIDALGO",-100.788024779875,19.4636742438122,"SIN","OCCIDENTAL","MORELIA","Ciudad Hidalgo"
"03CHC-69","MICHOACAN","TACAMBARO",-101.532043188101,19.2835736438533,"SIN","OCCIDENTAL","APATZINGAN","Cerro Hueco"
"03CHN-115","MICHOACAN","CHARAPAN",-102.220878854447,19.6287667654032,"SIN","OCCIDENTAL","URUAPAN","Charapan"
"03CME-115","MICHOACAN","ZACAPU",-101.868142435254,19.9045025288807,"SIN","OCCIDENTAL","ZACAPU","Celanese Mexicana Mich"
"03CMN-115","MICHOACAN","COALCOMAN DE VAZQUEZ PALLARES",-103.094934132305,18.4849534598429,"SIN","OCCIDENTAL","COLIMA","Coalcoman"
"03CMS-115","MICHOACAN","MORELIA",-101.288180065745,19.557482599856,"SIN","OCCIDENTAL","MORELIA","Crisoba industrial"
"03CPE-115","MICHOACAN","MORELIA",-101.440744220263,19.7535914570946,"SIN","OCCIDENTAL","MORELIA","Campestre"
"03CPT-161","MICHOACAN","GABRIEL ZAMORA",-101.933613011809,19.2314544633265,"SIN","OCCIDENTAL","APATZINGAN","Cupatitzio"
"03CTJ-115","MICHOACAN","COTIJA",-102.641319779233,19.7931271915695,"SIN","OCCIDENTAL","ZAMORA","Cotija"
"03CZS-115","MICHOACAN","MORELIA",-101.465735057113,19.7702772582492,"SIN","OCCIDENTAL","MORELIA","Cuitzillos"
"03DEO-115","MICHOACAN","MORELIA",-101.279216851664,19.7071701666773,"SIN","OCCIDENTAL","MORELIA","De Acero"
"03DSC-69","MICHOACAN","ARTEAGA",-101.993008083937,18.2847262776118,"SIN","OCCIDENTAL","APATZINGAN","Descansadero"
"03HUC-69","MICHOACAN","LA HUACANA",-102.058034762302,18.9310124523706,"SIN","OCCIDENTAL","APATZINGAN","Huacana"
"03IMP-115","MICHOACAN","URUAPAN",-101.970796230327,19.5640168956747,"SIN","OCCIDENTAL","URUAPAN","Impamex"
"03INE-115","MICHOACAN","MORELIA",-101.24338643281,19.5227354582879,"SIN","OCCIDENTAL","MORELIA","Independencia"
"03ING-69","MICHOACAN","LA HUACANA",-101.890167273464,18.9134303069653,"SIN","OCCIDENTAL","APATZINGAN","Inguaran"
"03LAE-115","MICHOACAN","URUAPAN",-102.066401001014,19.3640927189443,"SIN","OCCIDENTAL","URUAPAN","La Esperanza"
"03LAG-115","MICHOACAN","LAGUNILLAS",-101.392929856734,19.5296597090301,"SIN","OCCIDENTAL","MORELIA","Lagunillas"
"03LMB-69","MICHOACAN","GABRIEL ZAMORA",-102.047191349008,19.0828906265104,"SIN","OCCIDENTAL","APATZINGAN","Lombardia"
"03MAV-115","MICHOACAN","MARAVATIO",-100.310301699499,19.9308538630595,"SIN","OCCIDENTAL","SALVATIERRA","Maravatio"
"03MEL-115","MICHOACAN","MORELIA",-101.22182788378,19.7236517720964,"SIN","OCCIDENTAL","MORELIA","Morelos"
"03MNT-115","MICHOACAN","COALCOMAN DE VAZQUEZ PALLARES",-103.227866955005,18.6620689369048,"SIN","OCCIDENTAL","COLIMA","La Minita"
"03MOI-115","MICHOACAN","MORELIA",-101.263388077017,19.5147433145255,"SIN","OCCIDENTAL","MORELIA","Morelia Industrial"
"03MOR-115","MICHOACAN","MORELIA",-101.15964822077,19.6980125585282,"SIN","OCCIDENTAL","MORELIA","Morelia Norte"
"03MRD-115","MICHOACAN","MORELIA",-101.390563272484,19.8140685233006,"SIN","OCCIDENTAL","MORELIA","Morelia Dos"
"03MRR-115","MICHOACAN","URUAPAN",-102.026053963343,19.2923340385885,"SIN","OCCIDENTAL","URUAPAN","Mirador"
"03NVI-69","MICHOACAN","MUGICA",-102.067621818428,18.9798744245151,"SIN","OCCIDENTAL","APATZINGAN","Nueva Italia"
"03PBN-115","MICHOACAN","PERIBAN",-102.377280478198,19.541408237201,"SIN","OCCIDENTAL","ZAMORA","Periban"
"03PCS-115","MICHOACAN","PATZCUARO",-101.505532155555,19.5344690958097,"SIN","OCCIDENTAL","MORELIA","Patzcuaro sur"
"03PDG-115","MICHOACAN","MORELIA",-101.196590532069,19.6757614832947,"SIN","OCCIDENTAL","MORELIA","Pedregal"
"03PIZ-115","MICHOACAN","BUENAVISTA",-102.548176455365,19.1767972882465,"SIN","OCCIDENTAL","APATZINGAN","Pinzandaro"
"03PRP-115","MICHOACAN","PUREPERO",-102.02757305488,19.913783557542,"SIN","OCCIDENTAL","ZAMORA","Purepero"
"03PTN-115","MICHOACAN","PATZCUARO",-101.602841127473,19.5445229342341,"SIN","OCCIDENTAL","MORELIA","Patzcuaro Norte"
"03PUR-115","MICHOACAN","PURUANDIRO",-101.626388821917,20.127398514093,"SIN","OCCIDENTAL","ZACAPU","Puruandiro"
"03PUU-69","MICHOACAN","TURICATO",-101.351377208819,19.010634919179,"SIN","OCCIDENTAL","APATZINGAN","Puruaran"
"03RYS-115","MICHOACAN","LOS REYES",-102.355773655161,19.7631555487479,"SIN","OCCIDENTAL","ZAMORA","Los Reyes"
"03SJZ-115","MICHOACAN","ZITACUARO",-100.412452423672,19.5080294918687,"SIN","OCCIDENTAL","MORELIA","San Juan Zitacuaro"
"03SNM-115","MICHOACAN","MORELIA",-101.304828559635,19.7224816389239,"SIN","OCCIDENTAL","MORELIA","Santa Maria"
"03STG-115","MICHOACAN","MORELIA",-101.3393602627,19.6172126318187,"SIN","OCCIDENTAL","MORELIA","Santiaguito"
"03STI-115","MICHOACAN","TINGAMBATO",-101.827237788445,19.4802828011604,"SIN","OCCIDENTAL","URUAPAN","Subestacion Tingambato"
"03SUN-115","MICHOACAN","MORELIA",-101.287990624324,19.7899799082596,"SIN","OCCIDENTAL","MORELIA","Santiago Undameo"
"03TAH-115","MICHOACAN","TANHUATO",-102.383916284115,20.2813909773864,"SIN","OCCIDENTAL","ZAMORA","Tanhuato"
"03TAR-69","MICHOACAN","TARETAN",-101.884239207793,19.3441847864196,"SIN","OCCIDENTAL","URUAPAN","Taretan"
"03TGR-115","MICHOACAN","TANGANCICUARO",-102.355820625876,19.8125158944456,"SIN","OCCIDENTAL","ZAMORA","Tangancicuaro"
"03TGS-115","MICHOACAN","MORELIA",-101.221744544674,19.4988903736915,"SIN","OCCIDENTAL","MORELIA","Triguillos"
"03TPD-115","MICHOACAN","TEPALCATEPEC",-102.929230195339,19.0857331903745,"SIN","OCCIDENTAL","APATZINGAN","Tepalcatepec Dos"
"03TRB-115","MICHOACAN","TARIMBARO",-101.204287258213,19.8331521937877,"SIN","OCCIDENTAL","MORELIA","Tarimbaro"
"03TSM-115","MICHOACAN","MORELIA",-101.148223538059,19.6826857605519,"SIN","OCCIDENTAL","MORELIA","Tres Marias"
"03TXP-115","MICHOACAN","TUXPAN",-100.492022580432,19.5264811044674,"SIN","OCCIDENTAL","MORELIA","Tuxpan"
"03UPT-115","MICHOACAN","URUAPAN",-102.068608161705,19.5631319866578,"SIN","OCCIDENTAL","URUAPAN","Uruapan Tres"
"03VIH-115","MICHOACAN","VISTA HERMOSA",-102.44106367912,20.2044392923766,"SIN","OCCIDENTAL","ZAMORA","Vistahermosa"
"03VIJ-115","MICHOACAN","JIMENEZ",-101.718704649048,19.924403241725,"SIN","OCCIDENTAL","ZACAPU","Villa Jimenez"
"03VNC-115","MICHOACAN","VENUSTIANO CARRANZA",-102.683262827177,20.1362309051146,"SIN","OCCIDENTAL","JIQUILPAN","Venustiano Carranza"
"03ZCP-115","MICHOACAN","ZACAPU",-101.866872633419,19.8619151654395,"SIN","OCCIDENTAL","ZACAPU","Zacapu Dos"
"03ZID-115","MICHOACAN","ZINAPARO",-101.993986184038,20.1451610750593,"SIN","OCCIDENTAL","ZAMORA","Zinaparo Dos"
"03ZIN-115","MICHOACAN","ZINAPECUARO",-100.959839586957,19.8729913251431,"SIN","OCCIDENTAL","MORELIA","Zinapecuaro"
"03ZIT-115","MICHOACAN","ZITACUARO",-100.353626353604,19.5239741908226,"SIN","OCCIDENTAL","MORELIA","Zitacuaro"
"03ZMP-69","MICHOACAN","URUAPAN",-102.077511269336,19.5011651526638,"SIN","OCCIDENTAL","URUAPAN","Zumpimito"
"02AOS-115","MORELOS","YAUTEPEC",-99.0584294631,18.8709900554724,"SIN","ORIENTAL","CUAUTLA","Los Arcos"
"02CBE-400","MORELOS","CUAUTLA",-98.9674759706487,18.862250462352,"SIN","ORIENTAL","MORELOS","Ciclo Combinado Centro"
"02CIL-115","MORELOS","AYALA",-99.0082634909779,18.7260626162862,"SIN","ORIENTAL","CUAUTLA","Cuautla Industrial"
"02CIO-85","MORELOS","XOCHITEPEC",-99.1921569744368,18.7090219152681,"SIN","ORIENTAL","MORELOS","Centenario"
"02CIV-115","MORELOS","JIUTEPEC",-99.2051142258941,18.89745806128,"SIN","ORIENTAL","MORELOS","Civac"
"02CUA-115","MORELOS","CUAUTLA",-98.9139466287583,18.7892968574713,"SIN","ORIENTAL","CUAUTLA","Cuautla"
"02CUE-85","MORELOS","CUERNAVACA",-99.2751133691916,18.9589140114104,"SIN","ORIENTAL","CUERNAVACA","Cuernavaca"
"02CUM-230","MORELOS","EMILIANO ZAPATA",-99.1910199824955,18.8316654772545,"SIN","ORIENTAL","MORELOS","Cementos Moctezuma"
"02CUS-115","MORELOS","CUAUTLA",-98.9576000392007,18.8203509074367,"SIN","ORIENTAL","CUAUTLA","Cuautla Dos"
"02ICS-115","MORELOS","AYALA",-98.9293317635879,18.6847425582306,"SIN","ORIENTAL","CUAUTLA","Industrial Cuautla Dos"
"02JIU-115","MORELOS","JIUTEPEC",-99.154822354393,18.8703359800601,"SIN","ORIENTAL","MORELOS","Jiutepec"
"02JJT-115","MORELOS","JOJUTLA",-99.2630171992063,18.6155225240324,"SIN","ORIENTAL","MORELOS","Jojutla"
"02LOC-115","MORELOS","ATLATLAHUCAN",-98.941267846032,18.9105156929088,"SIN","ORIENTAL","CUAUTLA","Lomas Cocoyoc"
"02NSN-115","MORELOS","CUERNAVACA",-99.25918873947,18.9422008725576,"SIN","ORIENTAL","MORELOS","Nissan"
"02PTI-85","MORELOS","MAZATEPEC",-99.365186776142,18.6663283758775,"SIN","ORIENTAL","MORELOS","Puente de Ixtla"
"02TBH-85","MORELOS","CUERNAVACA",-99.2390737279194,18.9164717316622,"SIN","ORIENTAL","CUERNAVACA","Tabachines"
"02TEZ-115","MORELOS","EMILIANO ZAPATA",-99.1888986965195,18.8656515233496,"SIN","ORIENTAL","MORELOS","Tezoyuca"
"02TJA-115","MORELOS","JIUTEPEC",-99.1567345827689,18.8818250649812,"SIN","ORIENTAL","MORELOS","Tejalpa"
"02TLZ-85","MORELOS","JOJUTLA",-99.2714953175351,18.5805387104349,"SIN","ORIENTAL","MORELOS","Tlaltizapan"
"02TMX-85","MORELOS","TEMIXCO",-99.228085355696,18.8548525058806,"SIN","ORIENTAL","CUERNAVACA","Temixco"
"02TPL-115","MORELOS","TEPALCINGO",-98.8194052847504,18.5544778159312,"SIN","ORIENTAL","CUAUTLA","Tepalcingo"
"02UNL-115","MORELOS","JIUTEPEC",-99.1512083641392,18.8723374458497,"SIN","ORIENTAL","MORELOS","Uniliver"
"02XCH-85","MORELOS","MAZATEPEC",-99.3681515869017,18.7510823408397,"SIN","ORIENTAL","MORELOS","Xochicalco"
"02YCP-230","MORELOS","YECAPIXTLA",-98.8780583310732,18.7887620675381,"SIN","ORIENTAL","MORELOS","Yecapixtla"
"02ZAP-85","MORELOS","TEMIXCO",-99.2683001966567,18.8095666776643,"SIN","ORIENTAL","MORELOS","Zapata"
"03ACP-115","NAYARIT","ACAPONETA",-105.22110727052,22.4215390641531,"SIN","OCCIDENTAL","TEPIC VALLARTA","Acaponeta"
"03AGM-115","NAYARIT","TEPIC",-105.091134781675,21.6831576743313,"SIN","OCCIDENTAL","TEPIC VALLARTA","Aguamilpa"
"03AGM-400","NAYARIT","TEPIC",-104.768791502674,21.4848993827008,"SIN","OCCIDENTAL","TEPIC VALLARTA","Aguamilpa"
"03AHN-115","NAYARIT","AHUACATLAN",-104.64101036723,20.9929223525125,"SIN","OCCIDENTAL","TEPIC VALLARTA","Ahuacatlan"
"03BAN-115","NAYARIT","BAHIA DE BANDERAS",-105.186603347954,20.7981358529952,"SIN","OCCIDENTAL","TEPIC VALLARTA","Banderas"
"03BRI-115","NAYARIT","TEPIC",-104.833059975228,21.6093551428681,"SIN","OCCIDENTAL","TEPIC VALLARTA","Las Brisas"
"03CJN-400","NAYARIT","SANTA MARIA DEL ORO",-104.581292615762,21.4887243876954,"SIN","OCCIDENTAL","TEPIC VALLARTA","El Cajon"
"03CMP-115","NAYARIT","COMPOSTELA",-104.892791099759,21.2157947893803,"SIN","OCCIDENTAL","TEPIC VALLARTA","Compostela"
"03CPI-115","NAYARIT","SANTA MARIA DEL ORO",-104.617464224393,21.2123502527872,"SIN","OCCIDENTAL","TEPIC VALLARTA","Chapalilla"
"03DST-115","NAYARIT","BAHIA DE BANDERAS",-105.033593954106,20.9706534541766,"SIN","OCCIDENTAL","TEPIC VALLARTA","Destiladeras"
"03FLA-115","NAYARIT","BAHIA DE BANDERAS",-105.358705160119,20.7855734466658,"SIN","OCCIDENTAL","TEPIC VALLARTA","Flamingos"
"03GYS-115","NAYARIT","COMPOSTELA",-105.275101223959,20.9512245550972,"SIN","OCCIDENTAL","TEPIC VALLARTA","Guayabitos"
"03JDA-115","NAYARIT","BAHIA DE BANDERAS",-105.451237357327,20.8562600975953,"SIN","OCCIDENTAL","TEPIC VALLARTA","Jarretaderas"
"03MYO-115","NAYARIT","TEPIC",-104.891174580546,21.6044943772658,"SIN","OCCIDENTAL","TEPIC VALLARTA","Cinco de Mayo"
"03PEN2115","NAYARIT","TUXPAN",-105.246654110823,21.8939675608756,"SIN","OCCIDENTAL","TEPIC VALLARTA","Peñas"
"03SCJ-115","NAYARIT","SANTA MARIA DEL ORO",-104.561184600182,21.4101724764563,"SIN","OCCIDENTAL","TEPIC VALLARTA","Servicios el Cajon"
"03SEA-115","NAYARIT","TEPIC",-105.02866457344,21.5614418294962,"SIN","OCCIDENTAL","TEPIC VALLARTA","Servicios Aguamilpa"
"03SNI-115","NAYARIT","SANTIAGO IXCUINTLA",-105.380395509588,21.720669167341,"SIN","OCCIDENTAL","TEPIC VALLARTA","Santiago"
"03SRM-115","NAYARIT","TEPIC",-104.838306423222,21.4146604288906,"SIN","OCCIDENTAL","TEPIC VALLARTA","San Rafael Maniobras"
"03TBK-115","NAYARIT","TEPIC",-105.027311379922,21.5840766518517,"SIN","OCCIDENTAL","TEPIC VALLARTA","Tabacalera"
"03TEL-115","NAYARIT","TECUALA",-105.606990555599,22.3104877120575,"SIN","OCCIDENTAL","TEPIC VALLARTA","Tecuala"
"03TES-115","NAYARIT","TEPIC",-104.69284013874,21.6082425386536,"SIN","OCCIDENTAL","TEPIC VALLARTA","Tepic Uno"
"03TID-115","NAYARIT","TEPIC",-104.656909001293,21.6166564885136,"SIN","OCCIDENTAL","TEPIC VALLARTA","Tepic Industrial"
"03XLS-115","NAYARIT","TEPIC",-104.672616125482,21.7402753164421,"SIN","OCCIDENTAL","TEPIC VALLARTA","Xalisco"
"06ACM-115","NUEVO LEON","SANTA CATARINA",-100.434763795322,25.6478669095,"SIN","NORESTE","MONTERREY","Alcali Maniobras"
"06ALN-115","NUEVO LEON","ALLENDE",-100.043768940647,25.3357065779622,"SIN","NORESTE","MONTEMORELOS","Allende"
"06AME-115","NUEVO LEON","GENERAL ESCOBEDO",-100.391267695497,25.8192324550279,"SIN","NORESTE","MONTERREY","Americas"
"06APO-115","NUEVO LEON","APODACA",-100.17647506788,25.7448726082344,"SIN","NORESTE","MONTERREY","Apodaca"
"06ARV-115","NUEVO LEON","GARCIA",-100.665470251929,25.939854726709,"SIN","NORESTE","MONTERREY","Arcovial"
"06AUS-115","NUEVO LEON","SAN PEDRO GARZA GARCIA",-100.41324795585,25.6428022172608,"SIN","NORESTE","MONTERREY","San Agustin"
"06BER-115","NUEVO LEON","MONTERREY",-100.39039474529,25.7721803105322,"SIN","NORESTE","MONTERREY","San Bernabe"
"06BLH-115","NUEVO LEON","SANTA CATARINA",-100.595343691868,25.7068532770153,"SIN","NORESTE","MONTERREY","Black Hawk"
"06BRE-115","NUEVO LEON","APODACA",-100.163543585267,25.7992902578889,"SIN","NORESTE","MONTERREY","Brembo"
"06CAT-115","NUEVO LEON","SANTA CATARINA",-100.481338307714,25.7253832056598,"SIN","NORESTE","MONTERREY","Santa Catarina"
"06CBO-115","NUEVO LEON","MONTERREY",-100.29074803622,25.6963692069677,"SIN","NORESTE","MONTERREY","Cumbre Oriente"
"06CCL-115","NUEVO LEON","CHINA",-98.6575557828836,25.5696895191121,"SIN","NORESTE","MONTERREY","El Cuchillo"
"06CDU-400","NUEVO LEON","PESQUERIA",-100.025087864157,25.7536913834804,"SIN","NORESTE","MONTERREY","Central Dulces Nombres"
"06CEL-115","NUEVO LEON","MONTERREY",-100.310530601125,25.6338902542336,"SIN","NORESTE","MONTERREY","Celulosa"
"06CEM-115","NUEVO LEON","MONTERREY",-100.207659267684,25.5469570695868,"SIN","NORESTE","MONTERREY","Cementos Mexicanos"
"06CER-115","NUEVO LEON","CERRALVO",-99.6232964857315,26.1205146398946,"SIN","NORESTE","MONTERREY","Cerralvo"
"06CFD-115","NUEVO LEON","CIENEGA DE FLORES ",-100.201742489318,25.9924455614705,"SIN","NORESTE","MONTERREY","Cienega de Flores Dos"
"06CIS-115","NUEVO LEON","MONTERREY",-100.258452963158,25.4986590286056,"SIN","NORESTE","MONTERREY","Carplastic"
"06CMN-115","NUEVO LEON","MONTERREY",-100.229491572296,25.5794460823038,"SIN","NORESTE","MONTERREY","Cumbres Poniente"
"06CNY-115","NUEVO LEON","MONTERREY",-100.31391481215,25.5687155940436,"SIN","NORESTE","MONTERREY","Contry"
"06DNA-115","NUEVO LEON","MONTERREY",-100.321653609038,25.610266753502,"SIN","NORESTE","MONTERREY","Dinastia"
"06DON-115","NUEVO LEON","SAN NICOLAS DE LOS GARZA",-100.216643564344,25.7291481174154,"SIN","NORESTE","MONTERREY","Santo Domingo"
"06DTL-115","NUEVO LEON","SANTA CATARINA",-100.648869013043,25.6337348969041,"SIN","NORESTE","MONTERREY","Dal Tile"
"06ECN-115","NUEVO LEON","GENERAL ESCOBEDO",-100.410887799119,25.8296979541272,"SIN","NORESTE","MONTERREY","El Canada"
"06EHN-230","NUEVO LEON","APODACA",-100.182087058508,25.8411297946704,"SIN","NORESTE","MONTERREY","Entronque Hylsa Norte"
"06ESC-115","NUEVO LEON","GENERAL ESCOBEDO",-100.349675305629,25.8323800660037,"SIN","NORESTE","MONTERREY","Escobedo"
"06ESC-230","NUEVO LEON","GENERAL ESCOBEDO",-100.385498830589,25.8498300338764,"SIN","NORESTE","MONTERREY","Escobedo"
"06ESC-400","NUEVO LEON","GENERAL ESCOBEDO",-100.303915666509,25.8416814578775,"SIN","NORESTE","MONTERREY","Escobedo"
"06EST-115","NUEVO LEON","GENERAL ESCOBEDO",-100.399108113617,25.8130952086335,"SIN","NORESTE","MONTERREY","Parque Industrial Estrella"
"06ETZ-115","NUEVO LEON","MONTERREY",-100.238704273109,25.5231749826968,"SIN","NORESTE","MONTERREY","Estanzuela"
"06FAR-115","NUEVO LEON","MONTERREY",-100.303250626383,25.566440662671,"SIN","NORESTE","MONTERREY","Faro"
"06FIG-115","NUEVO LEON","GUADALUPE",-100.24204629721,25.6427977449236,"SIN","NORESTE","MONTERREY","Finsa Guadalupe"
"06FUG-115","NUEVO LEON","MONTERREY",-100.275002560237,25.6183697948867,"SIN","NORESTE","MONTERREY","Felix U. Gomez"
"06FUN-115","NUEVO LEON","MONTERREY",-100.363584158104,25.7505493233738,"SIN","NORESTE","MONTERREY","Fundidora"
"06GAC-115","NUEVO LEON","GARCIA",-100.815212041065,25.8426607423392,"SIN","NORESTE","MONTERREY","Garcia"
"06GDL-115","NUEVO LEON","GUADALUPE",-100.265595352657,25.6255383807058,"SIN","NORESTE","MONTERREY","Guadalupe"
"06GRS-115","NUEVO LEON","GENERAL ESCOBEDO",-100.269609540751,25.8176908561111,"SIN","NORESTE","MONTERREY","Girasoles"
"06HUI-115","NUEVO LEON","APODACA",-100.183398017155,25.7671352942379,"SIN","NORESTE","MONTERREY","Huinala"
"06HUI-230","NUEVO LEON","APODACA",-100.20415888215,25.7434124712996,"SIN","NORESTE","MONTERREY","Huinala"
"06HUO-400","NUEVO LEON","APODACA",-100.211657110959,25.7732428720304,"SIN","NORESTE","MONTERREY","Huinala Dos"
"06HYM-400","NUEVO LEON","SAN NICOLAS DE LOS GARZA",-100.277194547792,25.7436871304789,"SIN","NORESTE","MONTERREY","Hylsa Maniobras"
"06JAN-115","NUEVO LEON","JUAREZ",-100.032617896729,25.6878277724805,"SIN","NORESTE","MONTERREY","San Juan"
"06JCC-115","NUEVO LEON","GENERAL ESCOBEDO",-100.362091653378,25.8353443586056,"SIN","NORESTE","MONTERREY","Johnson Controls"
"06JEP-115","NUEVO LEON","MONTERREY",-100.270094412068,25.7017249880652,"SIN","NORESTE","MONTERREY","Jeronimo Potencia"
"06JNO-115","NUEVO LEON","JUAREZ",-100.160470435144,25.6468972338434,"SIN","NORESTE","MONTERREY","Juarez Norte"
"06JOR-115","NUEVO LEON","SAN NICOLAS DE LOS GARZA",-100.308785683935,25.749130707413,"SIN","NORESTE","MONTERREY","San Jorge"
"06JZO-115","NUEVO LEON","GUADALUPE",-100.129475350015,25.6860163811294,"SIN","NORESTE","MONTERREY","Josefa Zozaya"
"06KGP-115","NUEVO LEON","GUADALUPE",-100.129698951555,25.6962744495236,"SIN","NORESTE","MONTERREY","Kalos Guadalupe"
"06KMG-115","NUEVO LEON","GUADALUPE",-100.168356775489,25.66391483979,"SIN","NORESTE","MONTERREY","Kemet Guadalupe Monterrey"
"06KOH-115","NUEVO LEON","PESQUERIA",-100.040309623588,25.7164578338182,"SIN","NORESTE","MONTERREY","Koholer-Sanimex"
"06KRF-115","NUEVO LEON","GENERAL ESCOBEDO",-100.30996361496,25.8157209916062,"SIN","NORESTE","MONTERREY","Kraft Food"
"06LAF-115","NUEVO LEON","SAN NICOLAS DE LOS GARZA",-100.250846185679,25.710000745524,"SIN","NORESTE","MONTERREY","La Fe"
"06LAJ-115","NUEVO LEON","LINARES",-99.9413098461351,24.8879132245646,"SIN","NORESTE","MONTEMORELOS","Lajas"
"06LDA-115","NUEVO LEON","MONTEMORELOS",-100.049424137726,25.0926247475235,"SIN","NORESTE","MONTEMORELOS","Ladrillera"
"06LEC-115","NUEVO LEON","SANTA CATARINA",-100.440383051681,25.5604800147006,"SIN","NORESTE","MONTERREY","Lechugal"
"06LEO-115","NUEVO LEON","MONTERREY",-100.274508413956,25.5668383597142,"SIN","NORESTE","MONTERREY","Leona"
"06LOL-115","NUEVO LEON","MONTERREY",-100.332398145983,25.6683268393389,"SIN","NORESTE","MONTERREY","Loma Larga"
"06LRR-115","NUEVO LEON","MONTERREY",-100.304464191361,25.6683686468024,"SIN","NORESTE","MONTERREY","Ladrillera Revolucion"
"06LSN-115","NUEVO LEON","LINARES",-99.447249633848,24.8076946289478,"SIN","NORESTE","MONTEMORELOS","Linares"
"06MAV-115","NUEVO LEON","MONTERREY",-100.282976618845,25.5697978350748,"SIN","NORESTE","MONTERREY","Miravalle"
"06MCO-115","NUEVO LEON","JUAREZ",-100.102558026857,25.6175967125901,"SIN","NORESTE","MONTERREY","Marcos San"
"06MDU-115","NUEVO LEON","PESQUERIA",-99.9984409661889,25.6926271821151,"SIN","NORESTE","MONTERREY","Maniobras Dulces Nombres"
"06MEO-230","NUEVO LEON","SANTA CATARINA",-100.43756717137,25.4600824260137,"SIN","NORESTE","SALTILLO","Cuadro de Maniobras Eolico Santa Catarina"
"06MIT-115","NUEVO LEON","GENERAL ESCOBEDO",-100.278680875224,25.8168604158795,"SIN","NORESTE","MONTERREY","Mitras"
"06MKL-115","NUEVO LEON","JUAREZ",-100.054395679192,25.6383351887508,"SIN","NORESTE","MONTERREY","Monte Kristal"
"06MOD-115","NUEVO LEON","MONTERREY",-100.275660682952,25.550066231936,"SIN","NORESTE","MONTERREY","Modelo"
"06MPX-115","NUEVO LEON","SAN NICOLAS DE LOS GARZA",-100.316531571422,25.7283367871631,"SIN","NORESTE","MONTERREY","Cuadro de Maniobras Promax"
"06MSA-115","NUEVO LEON","APODACA",-100.119750773105,25.8352883799314,"SIN","NORESTE","MONTERREY","Metalsa"
"06MSI-115","NUEVO LEON","MONTERREY",-100.40316337122,25.7466909013135,"SIN","NORESTE","MONTEMORELOS","Misiones"
"06MTI-115","NUEVO LEON","GENERAL ESCOBEDO",-100.400722073804,25.8449462412947,"SIN","NORESTE","MONTERREY","Montoi"
"06MTN-115","NUEVO LEON","MONTEMORELOS",-99.8889888398996,25.0727447311356,"SIN","NORESTE","MONTEMORELOS","Montemorelos"
